tabela,campo,descricao,tipo,notas,tratamento
output_etapa5.margem_produtos,CODIGO,Código do produto.,Integer,Arquivo: outputs\etapa5\margem_produtos.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_produtos,DESCRICAO,Descrição comercial do produto.,String,Arquivo: outputs\etapa5\margem_produtos.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_produtos,NIVEL_1,Categoria de produto nível 1.,String,Arquivo: outputs\etapa5\margem_produtos.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_produtos,NIVEL_2,Categoria de produto nível 2.,String,Arquivo: outputs\etapa5\margem_produtos.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_produtos,NIVEL_3,Categoria de produto nível 3.,String,Arquivo: outputs\etapa5\margem_produtos.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_produtos,RECEITA,Receita bruta calculada a partir de quantidade vendida e preço unitário médio.,Float,Arquivo: outputs\etapa5\margem_produtos.csv,Derivado na Etapa 1 e reaproveitado nas agregações.
output_etapa5.margem_produtos,QTD_ARMAZENAGEM,Quantidade vendida normalizada para unidade de armazenagem.,Float,Arquivo: outputs\etapa5\margem_produtos.csv,Derivado na Etapa 1 e reaproveitado nas agregações.
output_etapa5.margem_produtos,LOJAS_ATIVAS,Quantidade de lojas distintas com venda do SKU.,Integer,Arquivo: outputs\etapa5\margem_produtos.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_produtos,CUSTO_MEDIO_ARM,Custo médio por unidade de armazenagem: preço de compra ponderado ÷ conversão de compra.,Float,Arquivo: outputs\etapa5\margem_produtos.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_produtos,PRECO_COMPRA_PONDERADO_UNID_COMPRA,Preço de compra médio ponderado por unidade de compra.,Float,Arquivo: outputs\etapa5\margem_produtos.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_produtos,CONVERSAO_COMPRA_ARMAZENAGEM,Fator que converte a unidade de compra para a unidade de armazenagem.,Float,Arquivo: outputs\etapa5\margem_produtos.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_produtos,COMPRAS_LINHAS_COM_PRECO,Quantidade de linhas de compra com preço usadas no custo do SKU.,Integer,Arquivo: outputs\etapa5\margem_produtos.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_produtos,PRECO_PRATICADO_ARM,Preço praticado por unidade de armazenagem: receita ÷ quantidade em armazenagem.,Float,Arquivo: outputs\etapa5\margem_produtos.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_produtos,MARGEM_BRUTA_RS,Margem bruta por unidade de armazenagem do SKU: preço praticado − custo médio.,Float,Arquivo: outputs\etapa5\margem_produtos.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_produtos,MARGEM_BRUTA_PCT,Margem bruta percentual: margem bruta ÷ preço praticado (ou ÷ receita com custo no agregado).,Float,Arquivo: outputs\etapa5\margem_produtos.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_produtos,MARKUP,Markup do SKU: preço praticado ÷ custo médio.,Float,Arquivo: outputs\etapa5\margem_produtos.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_produtos,FLAG_MARGEM_NEGATIVA,Flag 1/0 indicando margem bruta negativa (preço < custo).,Integer,Arquivo: outputs\etapa5\margem_produtos.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_produtos,PART_RECEITA_UNIVERSO_PCT,Participação da receita do agrupamento na receita do universo.,Float,Arquivo: outputs\etapa5\margem_produtos.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_produtos,CURVA_ABC_RECEITA,"Classe ABC por receita acumulada: A até 80%, B até 95%, C restante.",String,Arquivo: outputs\etapa5\margem_produtos.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_produtos,RANK_RECEITA,Ranking decrescente por receita.,Float,Arquivo: outputs\etapa5\margem_produtos.csv,Calculado a partir da ordenação do ranking.
output_etapa5.margem_categorias_n1,UNIVERSO,Universo analítico: rede completa ou rede física sem Loja 93.,String,Arquivo: outputs\etapa5\margem_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n1,NIVEL_1,Categoria de produto nível 1.,String,Arquivo: outputs\etapa5\margem_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n1,SKUS,Quantidade de SKUs distintos no agrupamento.,Integer,Arquivo: outputs\etapa5\margem_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n1,SKUS_COM_CUSTO,Quantidade de SKUs com custo de compra válido no agrupamento.,Integer,Arquivo: outputs\etapa5\margem_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n1,LINHAS_VENDA,Quantidade de linhas de venda no agrupamento (proxy de transações).,Integer,Arquivo: outputs\etapa5\margem_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n1,RECEITA_TOTAL,Receita total do agrupamento (todas as vendas).,Float,Arquivo: outputs\etapa5\margem_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n1,QTD_ARM_TOTAL,Quantidade total em unidade de armazenagem do agrupamento.,Float,Arquivo: outputs\etapa5\margem_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n1,RECEITA_COM_CUSTO,Receita das vendas de SKUs com custo conhecido (base da margem).,Float,Arquivo: outputs\etapa5\margem_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n1,QTD_ARM_COM_CUSTO,Quantidade em armazenagem das vendas com custo conhecido.,Float,Arquivo: outputs\etapa5\margem_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n1,CMV,Custo da mercadoria vendida: soma de custo médio por unidade × quantidade em armazenagem.,Float,Arquivo: outputs\etapa5\margem_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n1,PRECO_PRATICADO_ARM,Preço praticado por unidade de armazenagem: receita ÷ quantidade em armazenagem.,Float,Arquivo: outputs\etapa5\margem_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n1,PRECO_PRATICADO_ARM_COM_CUSTO,"Preço praticado por unidade de armazenagem, restrito às vendas com custo.",Float,Arquivo: outputs\etapa5\margem_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n1,CUSTO_MEDIO_ARM_PONDERADO,Custo médio por unidade de armazenagem ponderado do agrupamento (CMV ÷ quantidade com custo).,Float,Arquivo: outputs\etapa5\margem_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n1,MARGEM_BRUTA_RS_UNIT,Margem bruta por unidade de armazenagem: preço praticado − custo médio.,Float,Arquivo: outputs\etapa5\margem_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n1,MARGEM_BRUTA_TOTAL,Margem bruta total do agrupamento: receita com custo − CMV.,Float,Arquivo: outputs\etapa5\margem_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n1,MARGEM_BRUTA_PCT,Margem bruta percentual: margem bruta ÷ preço praticado (ou ÷ receita com custo no agregado).,Float,Arquivo: outputs\etapa5\margem_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n1,MARKUP_PONDERADO,Markup ponderado do agrupamento: receita com custo ÷ CMV.,Float,Arquivo: outputs\etapa5\margem_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n1,COBERTURA_CUSTO_RECEITA_PCT,Percentual da receita do agrupamento que tem custo conhecido.,Float,Arquivo: outputs\etapa5\margem_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n1,PART_RECEITA_UNIVERSO_PCT,Participação da receita do agrupamento na receita do universo.,Float,Arquivo: outputs\etapa5\margem_categorias_n1.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n2,UNIVERSO,Universo analítico: rede completa ou rede física sem Loja 93.,String,Arquivo: outputs\etapa5\margem_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n2,NIVEL_1,Categoria de produto nível 1.,String,Arquivo: outputs\etapa5\margem_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n2,NIVEL_2,Categoria de produto nível 2.,String,Arquivo: outputs\etapa5\margem_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n2,SKUS,Quantidade de SKUs distintos no agrupamento.,Integer,Arquivo: outputs\etapa5\margem_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n2,SKUS_COM_CUSTO,Quantidade de SKUs com custo de compra válido no agrupamento.,Integer,Arquivo: outputs\etapa5\margem_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n2,LINHAS_VENDA,Quantidade de linhas de venda no agrupamento (proxy de transações).,Integer,Arquivo: outputs\etapa5\margem_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n2,RECEITA_TOTAL,Receita total do agrupamento (todas as vendas).,Float,Arquivo: outputs\etapa5\margem_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n2,QTD_ARM_TOTAL,Quantidade total em unidade de armazenagem do agrupamento.,Float,Arquivo: outputs\etapa5\margem_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n2,RECEITA_COM_CUSTO,Receita das vendas de SKUs com custo conhecido (base da margem).,Float,Arquivo: outputs\etapa5\margem_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n2,QTD_ARM_COM_CUSTO,Quantidade em armazenagem das vendas com custo conhecido.,Float,Arquivo: outputs\etapa5\margem_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n2,CMV,Custo da mercadoria vendida: soma de custo médio por unidade × quantidade em armazenagem.,Float,Arquivo: outputs\etapa5\margem_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n2,PRECO_PRATICADO_ARM,Preço praticado por unidade de armazenagem: receita ÷ quantidade em armazenagem.,Float,Arquivo: outputs\etapa5\margem_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n2,PRECO_PRATICADO_ARM_COM_CUSTO,"Preço praticado por unidade de armazenagem, restrito às vendas com custo.",Float,Arquivo: outputs\etapa5\margem_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n2,CUSTO_MEDIO_ARM_PONDERADO,Custo médio por unidade de armazenagem ponderado do agrupamento (CMV ÷ quantidade com custo).,Float,Arquivo: outputs\etapa5\margem_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n2,MARGEM_BRUTA_RS_UNIT,Margem bruta por unidade de armazenagem: preço praticado − custo médio.,Float,Arquivo: outputs\etapa5\margem_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n2,MARGEM_BRUTA_TOTAL,Margem bruta total do agrupamento: receita com custo − CMV.,Float,Arquivo: outputs\etapa5\margem_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n2,MARGEM_BRUTA_PCT,Margem bruta percentual: margem bruta ÷ preço praticado (ou ÷ receita com custo no agregado).,Float,Arquivo: outputs\etapa5\margem_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n2,MARKUP_PONDERADO,Markup ponderado do agrupamento: receita com custo ÷ CMV.,Float,Arquivo: outputs\etapa5\margem_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n2,COBERTURA_CUSTO_RECEITA_PCT,Percentual da receita do agrupamento que tem custo conhecido.,Float,Arquivo: outputs\etapa5\margem_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n2,PART_RECEITA_UNIVERSO_PCT,Participação da receita do agrupamento na receita do universo.,Float,Arquivo: outputs\etapa5\margem_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n3,UNIVERSO,Universo analítico: rede completa ou rede física sem Loja 93.,String,Arquivo: outputs\etapa5\margem_categorias_n3.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n3,NIVEL_1,Categoria de produto nível 1.,String,Arquivo: outputs\etapa5\margem_categorias_n3.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n3,NIVEL_2,Categoria de produto nível 2.,String,Arquivo: outputs\etapa5\margem_categorias_n3.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n3,NIVEL_3,Categoria de produto nível 3.,String,Arquivo: outputs\etapa5\margem_categorias_n3.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n3,SKUS,Quantidade de SKUs distintos no agrupamento.,Integer,Arquivo: outputs\etapa5\margem_categorias_n3.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n3,SKUS_COM_CUSTO,Quantidade de SKUs com custo de compra válido no agrupamento.,Integer,Arquivo: outputs\etapa5\margem_categorias_n3.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n3,LINHAS_VENDA,Quantidade de linhas de venda no agrupamento (proxy de transações).,Integer,Arquivo: outputs\etapa5\margem_categorias_n3.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n3,RECEITA_TOTAL,Receita total do agrupamento (todas as vendas).,Float,Arquivo: outputs\etapa5\margem_categorias_n3.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n3,QTD_ARM_TOTAL,Quantidade total em unidade de armazenagem do agrupamento.,Float,Arquivo: outputs\etapa5\margem_categorias_n3.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n3,RECEITA_COM_CUSTO,Receita das vendas de SKUs com custo conhecido (base da margem).,Float,Arquivo: outputs\etapa5\margem_categorias_n3.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n3,QTD_ARM_COM_CUSTO,Quantidade em armazenagem das vendas com custo conhecido.,Float,Arquivo: outputs\etapa5\margem_categorias_n3.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n3,CMV,Custo da mercadoria vendida: soma de custo médio por unidade × quantidade em armazenagem.,Float,Arquivo: outputs\etapa5\margem_categorias_n3.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n3,PRECO_PRATICADO_ARM,Preço praticado por unidade de armazenagem: receita ÷ quantidade em armazenagem.,Float,Arquivo: outputs\etapa5\margem_categorias_n3.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n3,PRECO_PRATICADO_ARM_COM_CUSTO,"Preço praticado por unidade de armazenagem, restrito às vendas com custo.",Float,Arquivo: outputs\etapa5\margem_categorias_n3.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n3,CUSTO_MEDIO_ARM_PONDERADO,Custo médio por unidade de armazenagem ponderado do agrupamento (CMV ÷ quantidade com custo).,Float,Arquivo: outputs\etapa5\margem_categorias_n3.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n3,MARGEM_BRUTA_RS_UNIT,Margem bruta por unidade de armazenagem: preço praticado − custo médio.,Float,Arquivo: outputs\etapa5\margem_categorias_n3.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n3,MARGEM_BRUTA_TOTAL,Margem bruta total do agrupamento: receita com custo − CMV.,Float,Arquivo: outputs\etapa5\margem_categorias_n3.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n3,MARGEM_BRUTA_PCT,Margem bruta percentual: margem bruta ÷ preço praticado (ou ÷ receita com custo no agregado).,Float,Arquivo: outputs\etapa5\margem_categorias_n3.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n3,MARKUP_PONDERADO,Markup ponderado do agrupamento: receita com custo ÷ CMV.,Float,Arquivo: outputs\etapa5\margem_categorias_n3.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n3,COBERTURA_CUSTO_RECEITA_PCT,Percentual da receita do agrupamento que tem custo conhecido.,Float,Arquivo: outputs\etapa5\margem_categorias_n3.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_categorias_n3,PART_RECEITA_UNIVERSO_PCT,Participação da receita do agrupamento na receita do universo.,Float,Arquivo: outputs\etapa5\margem_categorias_n3.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_lojas,UNIVERSO,Universo analítico: rede completa ou rede física sem Loja 93.,String,Arquivo: outputs\etapa5\margem_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_lojas,COD_EMPRESA,Código da loja.,Integer,Arquivo: outputs\etapa5\margem_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_lojas,CD_CIDADE,Cidade da loja.,String,Arquivo: outputs\etapa5\margem_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_lojas,CD_ESTADO,Estado da loja.,String,Arquivo: outputs\etapa5\margem_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_lojas,SKUS,Quantidade de SKUs distintos no agrupamento.,Integer,Arquivo: outputs\etapa5\margem_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_lojas,SKUS_COM_CUSTO,Quantidade de SKUs com custo de compra válido no agrupamento.,Integer,Arquivo: outputs\etapa5\margem_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_lojas,LINHAS_VENDA,Quantidade de linhas de venda no agrupamento (proxy de transações).,Integer,Arquivo: outputs\etapa5\margem_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_lojas,RECEITA_TOTAL,Receita total do agrupamento (todas as vendas).,Float,Arquivo: outputs\etapa5\margem_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_lojas,QTD_ARM_TOTAL,Quantidade total em unidade de armazenagem do agrupamento.,Float,Arquivo: outputs\etapa5\margem_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_lojas,RECEITA_COM_CUSTO,Receita das vendas de SKUs com custo conhecido (base da margem).,Float,Arquivo: outputs\etapa5\margem_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_lojas,QTD_ARM_COM_CUSTO,Quantidade em armazenagem das vendas com custo conhecido.,Float,Arquivo: outputs\etapa5\margem_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_lojas,CMV,Custo da mercadoria vendida: soma de custo médio por unidade × quantidade em armazenagem.,Float,Arquivo: outputs\etapa5\margem_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_lojas,PRECO_PRATICADO_ARM,Preço praticado por unidade de armazenagem: receita ÷ quantidade em armazenagem.,Float,Arquivo: outputs\etapa5\margem_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_lojas,PRECO_PRATICADO_ARM_COM_CUSTO,"Preço praticado por unidade de armazenagem, restrito às vendas com custo.",Float,Arquivo: outputs\etapa5\margem_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_lojas,CUSTO_MEDIO_ARM_PONDERADO,Custo médio por unidade de armazenagem ponderado do agrupamento (CMV ÷ quantidade com custo).,Float,Arquivo: outputs\etapa5\margem_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_lojas,MARGEM_BRUTA_RS_UNIT,Margem bruta por unidade de armazenagem: preço praticado − custo médio.,Float,Arquivo: outputs\etapa5\margem_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_lojas,MARGEM_BRUTA_TOTAL,Margem bruta total do agrupamento: receita com custo − CMV.,Float,Arquivo: outputs\etapa5\margem_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_lojas,MARGEM_BRUTA_PCT,Margem bruta percentual: margem bruta ÷ preço praticado (ou ÷ receita com custo no agregado).,Float,Arquivo: outputs\etapa5\margem_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_lojas,MARKUP_PONDERADO,Markup ponderado do agrupamento: receita com custo ÷ CMV.,Float,Arquivo: outputs\etapa5\margem_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_lojas,COBERTURA_CUSTO_RECEITA_PCT,Percentual da receita do agrupamento que tem custo conhecido.,Float,Arquivo: outputs\etapa5\margem_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.margem_lojas,PART_RECEITA_UNIVERSO_PCT,Participação da receita do agrupamento na receita do universo.,Float,Arquivo: outputs\etapa5\margem_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.precificacao_desconto,UNIVERSO,Universo analítico: rede completa ou rede física sem Loja 93.,String,Arquivo: outputs\etapa5\precificacao_desconto.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.precificacao_desconto,COD_EMPRESA,Código da loja.,Integer,Arquivo: outputs\etapa5\precificacao_desconto.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.precificacao_desconto,CD_CIDADE,Cidade da loja.,String,Arquivo: outputs\etapa5\precificacao_desconto.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.precificacao_desconto,CD_ESTADO,Estado da loja.,String,Arquivo: outputs\etapa5\precificacao_desconto.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.precificacao_desconto,CODIGO,Código do produto.,Integer,Arquivo: outputs\etapa5\precificacao_desconto.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.precificacao_desconto,EMBALAGEM,"Código da embalagem da venda (0 unidade, 1 caixa, 2 fardo/pacote maior).",Integer,Arquivo: outputs\etapa5\precificacao_desconto.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.precificacao_desconto,DESCRICAO,Descrição comercial do produto.,String,Arquivo: outputs\etapa5\precificacao_desconto.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.precificacao_desconto,NIVEL_1,Categoria de produto nível 1.,String,Arquivo: outputs\etapa5\precificacao_desconto.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.precificacao_desconto,RECEITA,Receita bruta calculada a partir de quantidade vendida e preço unitário médio.,Float,Arquivo: outputs\etapa5\precificacao_desconto.csv,Derivado na Etapa 1 e reaproveitado nas agregações.
output_etapa5.precificacao_desconto,QUANTIDADE_VENDIDA,Quantidade vendida na unidade comercial original.,Float,Arquivo: outputs\etapa5\precificacao_desconto.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.precificacao_desconto,QTD_ARMAZENAGEM,Quantidade vendida normalizada para unidade de armazenagem.,Float,Arquivo: outputs\etapa5\precificacao_desconto.csv,Derivado na Etapa 1 e reaproveitado nas agregações.
output_etapa5.precificacao_desconto,PRECO_PRATICADO_VENDA,Preço praticado por unidade da embalagem vendida (mesma base do preço de lista).,Float,Arquivo: outputs\etapa5\precificacao_desconto.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.precificacao_desconto,PRECO_PRATICADO_ARM,Preço praticado por unidade de armazenagem: receita ÷ quantidade em armazenagem.,Float,Arquivo: outputs\etapa5\precificacao_desconto.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.precificacao_desconto,PRECO_EMBALAGEM_0,Preço de lista cadastrado para a embalagem 0 (unidade).,Float,Arquivo: outputs\etapa5\precificacao_desconto.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.precificacao_desconto,PRECO_EMBALAGEM_1,Preço de lista cadastrado para a embalagem 1 (caixa).,Float,Arquivo: outputs\etapa5\precificacao_desconto.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.precificacao_desconto,PRECO_EMBALAGEM_2,Preço de lista cadastrado para a embalagem 2 (fardo/pacote maior).,Float,Arquivo: outputs\etapa5\precificacao_desconto.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.precificacao_desconto,PERC_DESCTO_ADICIONAL_EMBALAGEM_0,Percentual de desconto adicional de catálogo para a embalagem 0.,Float,Arquivo: outputs\etapa5\precificacao_desconto.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.precificacao_desconto,PRECO_LISTA_EMBALAGEM,Preço de lista da mesma embalagem da venda (PRECO_EMBALAGEM_0/1/2).,Float,Arquivo: outputs\etapa5\precificacao_desconto.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.precificacao_desconto,DESCONTO_CATALOGO_PCT,Desconto adicional cadastrado em catálogo (embalagem 0).,Float,Arquivo: outputs\etapa5\precificacao_desconto.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.precificacao_desconto,DESCONTO_EFETIVO_PCT,"Desconto efetivo: (preço de lista − preço praticado) ÷ preço de lista, na mesma embalagem.",Float,Arquivo: outputs\etapa5\precificacao_desconto.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.precificacao_desconto,FLAG_PRECO_ACIMA_LISTA,Flag 1/0 indicando preço praticado acima do preço de lista (desconto negativo).,Integer,Arquivo: outputs\etapa5\precificacao_desconto.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.precificacao_desconto,FLAG_SEM_PRECO_LISTA,Flag 1/0 indicando ausência de preço de lista para a embalagem.,Integer,Arquivo: outputs\etapa5\precificacao_desconto.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.dispersao_preco_lojas,UNIVERSO,Universo analítico: rede completa ou rede física sem Loja 93.,String,Arquivo: outputs\etapa5\dispersao_preco_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.dispersao_preco_lojas,CODIGO,Código do produto.,Integer,Arquivo: outputs\etapa5\dispersao_preco_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.dispersao_preco_lojas,EMBALAGEM,"Código da embalagem da venda (0 unidade, 1 caixa, 2 fardo/pacote maior).",Integer,Arquivo: outputs\etapa5\dispersao_preco_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.dispersao_preco_lojas,DESCRICAO,Descrição comercial do produto.,String,Arquivo: outputs\etapa5\dispersao_preco_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.dispersao_preco_lojas,NIVEL_1,Categoria de produto nível 1.,String,Arquivo: outputs\etapa5\dispersao_preco_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.dispersao_preco_lojas,LOJAS,Quantidade de lojas distintas com preço do SKU na embalagem.,Integer,Arquivo: outputs\etapa5\dispersao_preco_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa5.dispersao_preco_lojas,RECEITA,Receita bruta calculada a partir de quantidade vendida e preço unitário médio.,Float,Arquivo: outputs\etapa5\dispersao_preco_lojas.csv,Derivado na Etapa 1 e reaproveitado nas agregações.
output_etapa5.dispersao_preco_lojas,PRECO_ARM_MEDIO,Preço médio por unidade de armazenagem entre lojas (SKU × embalagem).,Float,Arquivo: outputs\etapa5\dispersao_preco_lojas.csv,Gerado ou preservado pelo pipeline analítico.
